CGPA,Department,Python,Java,WebDev,DataAnalysis,MachineLearning,CyberSecurity,Networking,DatabaseManagement,UIUX,LabSkills,Research,Teaching,ProjectManagement,Communication,Marketing,FinancialAnalysis,GIS,CriticalThinking,Internship,Career,EmployabilityScore
3.44,Biology,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,Environmental Officer,62
4.59,English Studies,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,Legal Researcher,95
4.13,Data Science,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,Data Analyst,83
3.25,Psychology,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Counsellor,59
3.09,Psychology,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,Research Scientist,76
3.73,Biochemistry,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Lab Scientist,75
3.51,Mathematics,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,Data Analyst,91
4.14,Physics,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,Research Scientist,89
3.12,Mass Communication,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,Content Writer,61
2.83,Agriculture,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,Research Scientist,76
4.52,Biochemistry,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Lab Scientist,78
4.15,Mass Communication,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,Content Writer,83
4.3,Education & Biology,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,Teacher,74
2.62,Psychology,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Social Analyst,61
4.5,Geography & Planning,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,Policy Analyst,91
3.08,Agriculture,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Environmental Officer,63
3.17,Forestry,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,GIS Specialist,66
3.68,Economics,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,Financial Analyst,79
2.37,Information Systems,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Developer,55
3.2,Business Administration,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,Project Manager,67
4.35,Forestry,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,GIS Specialist,85
3.7,Data Science,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,Data Analyst,84
3.08,Microbiology,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,Public Health Officer,61
3.81,Fisheries,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,Environmental Officer,87
3.09,Statistics,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,Data Analyst,71
3.04,Political Science,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Social Analyst,68
3.48,History & International Studies,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,Legal Researcher,67
3.23,Sociology,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Policy Analyst,58
3.4,Mathematics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,Data Analyst,76
3.0,Estate Management,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Financial Analyst,65
3.11,Sociology,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,Policy Analyst,72
4.16,Mass Communication,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,Content Strategist,85
3.22,Education & Biology,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Lab Scientist,67
3.69,Criminology,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,Policy Analyst,75
3.96,History & International Studies,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Legal Researcher,73
3.66,Information Systems,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,Software Developer,82
3.6,Cyber Security,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,System Analyst,82
3.62,Accounting,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Financial Analyst,71
2.37,Data Science,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,AI Engineer,65
2.2,Political Science,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Social Analyst,49
4.13,English Studies,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,Content Strategist,87
3.89,Mass Communication,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,Content Strategist,87
2.77,Information Systems,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Data Analyst,67
4.08,Statistics,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,Actuary,96
3.55,Chemistry,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,Chemist,71
4.43,Sociology,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,Research Scientist,93
3.92,Forestry,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,Environmental Officer,81
4.52,Biochemistry,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,Research Scientist,96
2.61,Data Science,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,AI Engineer,68
3.83,Forestry,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,Environmental Officer,82
3.76,Accounting,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,Accountant,81
3.7,Sociology,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,Research Scientist,79
3.21,Law,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Legal Researcher,64
3.33,Marketing,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,Content Strategist,76
3.45,Estate Management,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,GIS Specialist,70
3.9,History & International Studies,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Legal Researcher,80
2.7,Chemistry,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,Research Scientist,64
4.46,History & International Studies,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,Legal Researcher,91
3.29,Microbiology,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,Lab Scientist,69
2.9,Statistics,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,Data Analyst,80
3.06,Sociology,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,Research Scientist,70
3.62,History & International Studies,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Historian,74
3.36,Chemistry,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,Chemist,66
3.69,Political Science,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Lawyer,68
3.53,History & International Studies,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Historian,59
3.99,Statistics,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,Research Scientist,82
3.1,Law,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,Lawyer,68
2.61,Criminology,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,Cybersecurity Analyst,59
2.77,Software Engineering,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,Software Developer,75
2.18,Data Science,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,AI Engineer,63
4.02,Economics,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,Financial Analyst,86
3.51,Computer Science,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,AI Engineer,87
3.31,Political Science,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,Lawyer,74
3.98,Fisheries,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,Research Scientist,88
2.51,Fisheries,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Environmental Officer,59
2.3,Sociology,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,Policy Analyst,68
3.59,Accounting,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,Auditor,76
4.09,Economics,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Economist,76
3.78,Data Science,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,Data Scientist,85
4.11,Data Science,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Data Scientist,84
3.56,Estate Management,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Financial Analyst,71
3.72,Data Science,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,AI Engineer,99
3.25,Fisheries,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,Research Scientist,74
3.06,Business Administration,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,Project Manager,62
2.69,Law,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Lawyer,65
4.48,Biology,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,Research Scientist,96
3.48,Banking & Finance,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,Accountant,75
3.57,Guidance & Counselling,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,Teacher,79
4.61,Biology,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Environmental Officer,80
4.06,Education & Biology,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,Lab Scientist,78
3.23,Accounting,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,Accountant,82
2.89,Business Administration,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Marketing Specialist,64
3.6,Data Science,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,Data Analyst,75
3.72,Estate Management,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,Financial Analyst,81
3.93,Political Science,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,Social Analyst,84
3.64,Software Engineering,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,System Analyst,83
3.46,Physics,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Data Analyst,70
4.45,Psychology,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,Social Analyst,90
4.39,Statistics,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,Research Scientist,109
3.49,Statistics,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,Actuary,78
3.69,Cyber Security,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Cybersecurity Analyst,77
2.38,English Studies,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,Content Writer,48
4.3,Microbiology,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,Public Health Officer,91
3.69,Cyber Security,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,Security Analyst,74
3.29,Sociology,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,Policy Analyst,60
3.59,Statistics,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,Research Scientist,86
3.25,Mass Communication,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Content Writer,68
3.32,Computer Science,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,AI Engineer,79
2.39,Fisheries,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,Environmental Officer,53
2.46,Guidance & Counselling,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Teacher,56
3.46,Microbiology,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Lab Scientist,69
4.33,Business Administration,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,Business Analyst,95
3.8,Education & Mathematics,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,Data Analyst,86
4.45,Geography & Planning,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Policy Analyst,96
2.44,Fisheries,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Fishery Officer,53
2.67,English Studies,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,Content Strategist,71
2.39,Cyber Security,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,System Analyst,62
2.29,Agriculture,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,Environmental Officer,51
3.93,English Studies,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,Legal Researcher,71
3.78,Forestry,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,GIS Specialist,69
4.22,Information Systems,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,Software Developer,95
3.17,Mass Communication,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,Marketing Specialist,73
2.43,Economics,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,Financial Analyst,55
2.52,History & International Studies,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,Legal Researcher,60
3.68,Criminology,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,Security Analyst,89
3.51,Computer Science,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,Data Scientist,87
3.25,Estate Management,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,GIS Specialist,68
4.76,Psychology,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Social Analyst,94
2.13,Biochemistry,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Lab Scientist,57
4.4,Chemistry,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,Chemist,93
2.92,Education & Mathematics,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,Curriculum Developer,71
2.86,Psychology,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Social Analyst,58
3.31,Physics,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,Research Scientist,62
3.36,Guidance & Counselling,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,Counsellor,64
3.94,Guidance & Counselling,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Social Analyst,77
3.07,Sociology,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Policy Analyst,64
4.83,Sociology,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,Research Scientist,91
4.08,Psychology,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,Research Scientist,93
3.84,Forestry,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,Environmental Officer,82
3.74,Education & Mathematics,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Curriculum Developer,73
4.28,Education & Biology,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,Research Scientist,75
2.87,Mass Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,Content Writer,52
2.08,Mass Communication,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Content Writer,53
3.75,Biology,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,Lab Scientist,69
4.58,Forestry,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,Environmental Officer,92
3.72,Statistics,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,Data Analyst,83
3.75,Statistics,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,Actuary,85
3.5,Education & Biology,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Teacher,63
3.11,Mathematics,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,Research Scientist,80
4.16,Data Science,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,Data Analyst,85
2.84,Information Systems,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,Data Analyst,54
4.7,Law,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Lawyer,82
4.28,Law,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,Lawyer,93
2.22,Banking & Finance,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,Investment Analyst,57
3.67,Cyber Security,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,System Analyst,80
3.45,Political Science,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,Lawyer,73
2.79,Biology,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Lab Scientist,59
3.63,Marketing,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,Marketing Specialist,78
3.4,Agriculture,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,Research Scientist,81
2.19,Guidance & Counselling,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,Counsellor,60
4.14,Agriculture,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,Research Scientist,92
3.36,Law,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,Policy Analyst,75
3.13,Biochemistry,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,Research Scientist,77
3.62,Microbiology,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,Public Health Officer,85
2.34,Computer Science,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,AI Engineer,60
4.66,Biochemistry,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,Research Scientist,93
3.68,Mass Communication,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Content Writer,77
4.17,Fisheries,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Research Scientist,82
2.32,Political Science,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,Lawyer,53
3.5,Political Science,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Lawyer,50
3.44,Law,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,Lawyer,75
2.9,Marketing,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,Business Analyst,62
3.94,Information Systems,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,Software Developer,87
3.36,Fisheries,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Environmental Officer,62
3.94,Cyber Security,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,Security Analyst,83
2.25,Education & Biology,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,Lab Scientist,56
3.83,Forestry,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,Environmental Officer,74
3.66,Data Science,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,AI Engineer,70
3.79,Mass Communication,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,Content Writer,84
3.13,Information Systems,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Software Developer,78
2.98,Business Administration,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,Business Analyst,68
3.64,Biology,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,Environmental Officer,70
3.66,Statistics,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,Data Analyst,89
2.82,Software Engineering,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,Software Developer,58
2.59,Cyber Security,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,System Analyst,64
4.02,Chemistry,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Lab Scientist,80
3.03,History & International Studies,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Historian,64
2.8,Chemistry,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,Lab Scientist,64
3.14,Criminology,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,Cybersecurity Analyst,87
3.86,Education & Mathematics,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,Curriculum Developer,81
2.99,Agriculture,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,Agricultural Officer,63
4.05,Business Administration,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,Marketing Specialist,87
2.74,Biochemistry,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,Research Scientist,76
3.25,Agriculture,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,Agricultural Officer,73
2.78,English Studies,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,Content Writer,58
3.99,Biochemistry,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,Research Scientist,89
4.32,Biology,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,Lab Scientist,90
2.77,Information Systems,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,Data Analyst,63
4.17,Computer Science,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,Cybersecurity Analyst,93
3.5,Forestry,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,Environmental Officer,81
2.42,Mathematics,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,Actuary,56
3.5,Mass Communication,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,Marketing Specialist,85
3.12,History & International Studies,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Historian,53
2.27,Information Systems,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,Software Developer,57
2.71,Economics,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Policy Analyst,46
3.63,Banking & Finance,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,Financial Analyst,66
3.67,Information Systems,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Software Developer,83
2.22,Forestry,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,Environmental Officer,48
4.13,Education & English,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,Content Writer,78
3.74,Economics,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,Financial Analyst,79
2.89,Agriculture,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,Research Scientist,67
3.83,Software Engineering,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,System Analyst,80
3.61,Education & Mathematics,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,Curriculum Developer,72
2.96,Geography & Planning,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Policy Analyst,59
2.61,Banking & Finance,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Accountant,51
2.34,Statistics,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,Actuary,46
2.15,Mathematics,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,Data Analyst,56
3.35,Information Systems,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,Software Developer,78
3.63,Cyber Security,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,Cybersecurity Analyst,78
3.04,Political Science,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,Lawyer,64
4.68,Law,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,Lawyer,98
4.75,Education & English,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,Teacher,87
3.15,Mathematics,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,Data Analyst,76
3.52,Software Engineering,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,AI Engineer,89
4.68,Accounting,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,Financial Analyst,92
3.93,Data Science,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,Data Analyst,96
3.1,Education & English,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Curriculum Developer,61
3.71,Geography & Planning,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,Policy Analyst,85
2.88,Business Administration,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,Business Analyst,77
4.36,Education & Mathematics,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,Curriculum Developer,91
3.43,Mass Communication,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,Marketing Specialist,73
2.67,Agriculture,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,Environmental Officer,66
4.85,Fisheries,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,Research Scientist,112
3.63,Computer Science,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Data Scientist,81
3.47,Business Administration,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,Marketing Specialist,80
3.68,Marketing,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,Content Strategist,80
4.52,Law,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,Lawyer,88
3.88,English Studies,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,Content Writer,75
4.74,Biochemistry,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Chemist,75
2.89,Psychology,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,Research Scientist,79
3.94,Education & Biology,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Teacher,80
3.81,Microbiology,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Public Health Officer,81
3.57,Business Administration,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,Business Analyst,77
